number,value,datetime_start,datetime_complete,duration,params_hmm_detector.lookback_days,params_hmm_detector.min_samples,params_hmm_detector.retrain_frequency,params_market_type.mean_reverting.min_regime_score,params_market_type.neutral.min_regime_score,params_market_type.trend_following.min_regime_score,params_position_sizing.max_size_adjustment,params_position_sizing.min_size_adjustment,params_risk.atr_stop_multiplier,params_risk.dynamic_target_atr_multiplier,params_risk.max_bars_held,params_risk.risk_per_trade,params_risk.trailing_stop_atr_multiplier,user_attrs_max_drawdown,user_attrs_profit_loss,user_attrs_trade_count,user_attrs_win_rate,state
10,0.10912057487792168,2025-03-30 01:02:23.792435,2025-03-30 01:02:29.316915,0 days 00:00:05.524480,40,250,15,50.0,60.0,75.0,1.7000000000000002,0.5,2.1,1.3,12,0.011,2.5,5.353495878532955,1754.602857142847,9,66.66666666666666,COMPLETE
11,0.2804457188722609,2025-03-30 01:02:29.317173,2025-03-30 01:02:36.205549,0 days 00:00:06.888376,25,300,11,42.5,45.0,75.0,1.6,0.9,2.4,1.5,8,0.009000000000000001,2.3,1.5707763267058126,2305.559285714262,14,71.42857142857143,COMPLETE
12,0.29306610951329454,2025-03-30 01:02:36.205851,2025-03-30 01:02:43.199615,0 days 00:00:06.993764,20,250,9,45.0,45.0,75.0,1.4,0.5,2.0,1.5,10,0.006,2.1,1.1325075252850376,1446.752142857149,12,91.66666666666666,COMPLETE
13,0.2364850336959035,2025-03-30 01:02:43.199982,2025-03-30 01:02:56.164130,0 days 00:00:12.964148,25,275,7,45.0,52.5,77.5,1.7000000000000002,0.6,2.6,1.3,6,0.009000000000000001,2.5,3.9249384171515924,2174.5021428571927,17,70.58823529411765,COMPLETE
14,0.3942652612735509,2025-03-30 01:02:56.164457,2025-03-30 01:03:01.601286,0 days 00:00:05.436829,35,225,15,40.0,50.0,77.5,2.0,0.6,2.5,1.6,10,0.012,2.1,5.4737310570475195,5384.149285714229,16,87.5,COMPLETE
15,-0.021825419264226202,2025-03-30 01:03:01.601551,2025-03-30 01:03:15.591902,0 days 00:00:13.990351,20,225,5,50.0,47.5,72.5,1.5,0.9,2.0,2.0,16,0.009000000000000001,1.4,6.434704731336108,-322.9853571428175,21,61.904761904761905,COMPLETE
16,0.3585217605285131,2025-03-30 01:03:15.592155,2025-03-30 01:03:22.131109,0 days 00:00:06.538954,25,275,9,40.0,52.5,70.0,1.2,0.7,3.0,1.1,10,0.013000000000000001,2.3,5.369567451442892,4127.720357142804,16,87.5,COMPLETE
17,0.2555631292810913,2025-03-30 01:03:22.131382,2025-03-30 01:03:35.420649,0 days 00:00:13.289267,30,200,7,45.0,55.0,80.0,1.8,0.8,1.5,1.4000000000000001,8,0.01,2.0,5.047009845677087,3323.522857142809,14,85.71428571428571,COMPLETE
18,0.27744889173867965,2025-03-30 01:03:35.420913,2025-03-30 01:03:42.327056,0 days 00:00:06.906143,20,275,11,42.5,57.5,72.5,1.6,0.6,2.2,1.2000000000000002,16,0.008,1.0,1.5222569362921574,1775.5764285713667,12,91.66666666666666,COMPLETE
19,0.017555354737906242,2025-03-30 01:03:42.327430,2025-03-30 01:03:50.688454,0 days 00:00:08.361024,40,175,13,47.5,47.5,77.5,1.4,0.7,2.7,1.6,6,0.006,2.4000000000000004,2.6630733168260874,109.5953571428472,10,70.0,COMPLETE
20,0.09555949584335464,2025-03-30 01:03:50.688709,2025-03-30 01:04:05.865288,0 days 00:00:15.176579,35,225,5,50.0,60.0,67.5,1.8,0.5,1.9,1.7000000000000002,10,0.008,1.5,5.214117941523934,1005.5124999999753,16,75.0,COMPLETE
21,0.10606630254284713,2025-03-30 01:04:05.865565,2025-03-30 01:04:10.785146,0 days 00:00:04.919581,35,225,15,40.0,50.0,77.5,1.9,0.6,2.5,1.6,10,0.012,2.1,5.444673443256924,1839.4571428571508,9,66.66666666666666,COMPLETE
22,0.4276210756853679,2025-03-30 01:04:10.785420,2025-03-30 01:04:17.123288,0 days 00:00:06.337868,35,200,13,37.5,45.0,75.0,2.0,0.6,2.8,1.5,8,0.012,2.2,7.024308401870449,6459.424642857048,17,88.23529411764706,COMPLETE
23,0.4116614403200217,2025-03-30 01:04:17.123548,2025-03-30 01:04:24.881792,0 days 00:00:07.758244,40,200,13,35.0,45.0,75.0,2.0,0.5,3.0,1.4000000000000001,8,0.012,2.3,4.912818767547371,5329.875714285641,17,88.23529411764706,COMPLETE
24,0.12526715732521582,2025-03-30 01:04:24.883238,2025-03-30 01:04:34.820786,0 days 00:00:09.937548,30,175,9,42.5,47.5,75.0,1.9,0.6,2.8,1.5,8,0.01,2.2,4.82659476262894,2123.087142857141,10,70.0,COMPLETE
25,-0.06177124834207577,2025-03-30 01:04:34.821059,2025-03-30 01:04:43.396455,0 days 00:00:08.575396,35,200,13,37.5,45.0,72.5,1.6,0.5,2.8,1.7000000000000002,12,0.014,2.0,5.8419217793623694,-828.13214285711,7,57.14285714285714,COMPLETE
26,0.20691947354240126,2025-03-30 01:04:43.396772,2025-03-30 01:04:50.123703,0 days 00:00:06.726931,25,250,13,37.5,47.5,75.0,1.7000000000000002,0.7,3.0,1.3,6,0.011,2.4000000000000004,1.7789643647573343,2672.909999999996,9,77.77777777777779,COMPLETE
27,0.17959054769006078,2025-03-30 01:04:50.123977,2025-03-30 01:05:05.556095,0 days 00:00:15.432118,30,225,7,45.0,45.0,77.5,1.9,0.6,2.6,1.5,8,0.009000000000000001,2.2,4.617606522194452,1973.7082142857544,20,70.0,COMPLETE
28,0.17359531104506254,2025-03-30 01:05:05.556363,2025-03-30 01:05:20.559166,0 days 00:00:15.002803,20,175,5,45.0,52.5,80.0,1.4,0.5,2.3,1.8,12,0.013000000000000001,2.0,2.4842424942991657,1997.9857142856781,9,88.88888888888889,COMPLETE
29,0.5362763376694912,2025-03-30 01:05:20.559425,2025-03-30 01:05:34.364773,0 days 00:00:13.805348,25,300,7,42.5,50.0,72.5,2.0,0.9,1.5,1.1,14,0.007,2.5,1.2787640968104192,3722.713928571364,16,93.75,COMPLETE
30,0.23220170093364473,2025-03-30 01:05:34.365028,2025-03-30 01:05:48.209469,0 days 00:00:13.844441,25,300,7,42.5,50.0,67.5,1.5,0.9,1.5,1.0,14,0.007,2.5,1.703913070857898,1651.9814285714165,10,80.0,COMPLETE
31,0.20095521382372783,2025-03-30 01:05:48.209734,2025-03-30 01:06:02.923627,0 days 00:00:14.713893,20,275,7,37.5,47.5,75.0,2.0,0.9,1.7,1.1,16,0.008,2.4000000000000004,1.5222569362921574,1288.0078571428603,11,90.9090909090909,COMPLETE
32,0.19490111325112314,2025-03-30 01:06:02.923895,2025-03-30 01:06:15.852427,0 days 00:00:12.928532,20,300,5,47.5,45.0,72.5,2.0,0.8,1.6,0.9,14,0.008,2.3,3.9680805874989273,1468.7807142857491,18,83.33333333333334,COMPLETE
33,0.1647999588330838,2025-03-30 01:06:15.852673,2025-03-30 01:06:24.043358,0 days 00:00:08.190685,25,300,9,40.0,50.0,70.0,1.9,0.8,1.8,1.2000000000000002,10,0.007,2.5,3.8546999022284054,1444.0310714284933,13,76.92307692307693,COMPLETE
34,0.2339768727229102,2025-03-30 01:06:24.043723,2025-03-30 01:06:37.974587,0 days 00:00:13.930864,20,200,5,42.5,52.5,72.5,1.8,0.8,1.6,1.4000000000000001,16,0.01,2.2,2.8877608418163963,2570.827142857095,15,80.0,COMPLETE
35,0.09685698920746577,2025-03-30 01:06:37.974889,2025-03-30 01:06:45.426103,0 days 00:00:07.451214,25,275,11,45.0,47.5,77.5,2.0,0.9,2.9000000000000004,1.2000000000000002,18,0.006,1.9,4.399617255089975,633.5042857142835,18,72.22222222222221,COMPLETE
36,0.17970489553996027,2025-03-30 01:06:45.426386,2025-03-30 01:06:59.067943,0 days 00:00:13.641557,30,250,5,35.0,57.5,75.0,1.3,0.9,1.6,1.6,12,0.009000000000000001,2.4000000000000004,3.903625345256466,1564.9421428571368,16,68.75,COMPLETE
37,0.40276872257284513,2025-03-30 01:06:59.068235,2025-03-30 01:07:16.155735,0 days 00:00:17.087500,20,200,7,47.5,55.0,72.5,1.8,0.8,1.5,1.0,6,0.011,2.2,2.101672787294361,4691.593571428573,14,92.85714285714286,COMPLETE
38,0.1045419633557621,2025-03-30 01:07:16.156226,2025-03-30 01:07:26.187048,0 days 00:00:10.030822,30,150,9,42.5,50.0,80.0,1.9,0.7,2.8,1.9000000000000001,14,0.01,1.7000000000000002,4.9924708811012835,1702.5657142857162,9,66.66666666666666,COMPLETE
39,0.23622436854783382,2025-03-30 01:07:26.187331,2025-03-30 01:07:44.953738,0 days 00:00:18.766407,25,300,7,47.5,45.0,77.5,1.1,0.6,1.8,1.3,8,0.014,2.1,4.137910025710422,2239.6471428571676,17,70.58823529411765,COMPLETE
40,0.4769075983460834,2025-03-30 01:07:44.954249,2025-03-30 01:08:03.490313,0 days 00:00:18.536064,20,175,5,45.0,55.0,75.0,1.7000000000000002,0.9,1.7,1.7000000000000002,18,0.007,1.9,3.8256344010985974,3356.8528571428105,20,80.0,COMPLETE
41,0.4769075983460834,2025-03-30 01:08:03.490582,2025-03-30 01:08:18.834933,0 days 00:00:15.344351,20,175,5,45.0,57.5,75.0,1.7000000000000002,0.9,1.7,1.7000000000000002,18,0.007,1.8,3.8256344010985974,3356.8528571428105,20,80.0,COMPLETE
42,0.17872102792825612,2025-03-30 01:08:18.835239,2025-03-30 01:08:37.179552,0 days 00:00:18.344313,20,150,5,45.0,57.5,72.5,1.6,0.9,1.7,1.7000000000000002,18,0.007,1.8,3.66035955925205,1244.2849999999744,16,75.0,COMPLETE
43,0.1608912751160769,2025-03-30 01:08:37.179908,2025-03-30 01:08:54.942631,0 days 00:00:17.762723,20,175,5,45.0,55.0,75.0,1.7000000000000002,0.9,1.8,1.8,18,0.007,1.7000000000000002,1.819099850246309,1344.7378571428198,9,88.88888888888889,COMPLETE
44,0.3218692911993981,2025-03-30 01:08:54.942961,2025-03-30 01:09:14.731972,0 days 00:00:19.789011,20,175,5,45.0,60.0,77.5,1.4,0.9,1.7,1.9000000000000001,20,0.006,1.9,3.828800872070225,1779.8878571428795,20,75.0,COMPLETE
45,0.18305080581193123,2025-03-30 01:09:14.732399,2025-03-30 01:09:29.991812,0 days 00:00:15.259413,20,150,7,42.5,57.5,75.0,1.5,0.9,1.9,1.7000000000000002,18,0.008,1.6,3.9231587962945436,1398.3142857142739,16,75.0,COMPLETE
46,0.18303777266192345,2025-03-30 01:09:29.992251,2025-03-30 01:09:47.877473,0 days 00:00:17.885222,20,175,5,47.5,60.0,72.5,1.6,0.9,1.5,1.6,20,0.007,1.9,1.274316119059329,1180.974999999984,9,88.88888888888889,COMPLETE
47,0.050536600055954464,2025-03-30 01:09:47.877893,2025-03-30 01:10:05.721529,0 days 00:00:17.843636,20,150,7,45.0,55.0,70.0,1.7000000000000002,0.8,1.9,1.9000000000000001,18,0.008,2.0,5.91468961592938,436.27714285715047,16,68.75,COMPLETE
48,0.39929766449089094,2025-03-30 01:10:05.721808,2025-03-30 01:10:24.967350,0 days 00:00:19.245542,25,175,5,42.5,57.5,75.0,1.9,0.9,2.1,1.8,14,0.009000000000000001,1.6,6.119563565385679,4204.527142857143,19,73.68421052631578,COMPLETE
49,0.16245461374529738,2025-03-30 01:10:24.967682,2025-03-30 01:10:41.208089,0 days 00:00:16.240407,20,300,7,47.5,55.0,77.5,1.3,0.9,2.0,2.0,16,0.006,1.8,4.045942528218347,927.2842857142823,20,70.0,COMPLETE
50,0.2695813299935492,2025-03-30 01:10:41.208557,2025-03-30 01:10:58.323101,0 days 00:00:17.114544,25,200,5,45.0,60.0,70.0,1.7000000000000002,0.8,1.6,0.8,20,0.007,1.2,2.8379119615235404,1687.678571428587,17,76.47058823529412,COMPLETE
51,0.41496929071922695,2025-03-30 01:10:58.323391,2025-03-30 01:11:05.778167,0 days 00:00:07.454776,20,200,11,45.0,57.5,75.0,2.0,0.9,1.7,1.5,8,0.008,2.1,1.5222569362921574,2512.2850000000108,14,92.85714285714286,COMPLETE
52,0.14417505070065081,2025-03-30 01:11:05.778420,2025-03-30 01:11:23.370763,0 days 00:00:17.592343,25,200,5,47.5,52.5,75.0,2.0,0.9,2.9000000000000004,1.6,10,0.011,2.3,5.3725357534345815,1766.473214285732,17,70.58823529411765,COMPLETE
53,0.09568347540831829,2025-03-30 01:11:23.371036,2025-03-30 01:11:35.011095,0 days 00:00:11.640059,20,175,9,40.0,60.0,72.5,1.8,0.8,1.6,1.5,8,0.006,2.0,4.159932967554955,662.0360714286144,22,63.63636363636363,COMPLETE
54,0.22798523045233057,2025-03-30 01:11:35.011398,2025-03-30 01:11:52.871256,0 days 00:00:17.859858,35,225,7,42.5,55.0,75.0,1.5,0.5,1.5,1.4000000000000001,6,0.009000000000000001,2.4000000000000004,5.079656358465876,1851.137500000048,21,76.19047619047619,COMPLETE
55,0.18131809282651043,2025-03-30 01:11:52.871548,2025-03-30 01:11:59.907892,0 days 00:00:07.036344,40,175,15,37.5,45.0,77.5,1.8,0.6,2.3,1.7000000000000002,10,0.012,2.3,5.373765800253346,2261.0057142856967,16,68.75,COMPLETE
56,0.3686692453905175,2025-03-30 01:11:59.908368,2025-03-30 01:12:16.677080,0 days 00:00:16.768712,20,200,5,50.0,60.0,75.0,1.9,0.7,1.8,1.6,12,0.007,1.9,3.9049214942676462,3166.37678571423,16,87.5,COMPLETE
57,0.09458843932068106,2025-03-30 01:12:16.677377,2025-03-30 01:12:25.006661,0 days 00:00:08.329284,25,225,11,45.0,57.5,72.5,2.0,0.9,2.4,1.5,16,0.01,2.1,5.112532286394657,1547.2514285714133,9,66.66666666666666,COMPLETE
58,0.29073175557370134,2025-03-30 01:12:25.006971,2025-03-30 01:12:33.997470,0 days 00:00:08.990499,20,275,9,42.5,52.5,77.5,1.6,0.5,2.7,1.4000000000000001,18,0.008,1.8,1.5222569362921574,1902.4335714285262,12,91.66666666666666,COMPLETE
59,0.45077836840630314,2025-03-30 01:12:33.997819,2025-03-30 01:12:54.250767,0 days 00:00:20.252948,25,150,7,35.0,45.0,65.0,1.4,0.8,3.0,1.8,8,0.007,2.2,2.667936628156454,2451.610000000008,20,75.0,COMPLETE
60,0.27210947706344035,2025-03-30 01:12:54.251102,2025-03-30 01:13:14.968186,0 days 00:00:20.717084,25,150,7,35.0,47.5,65.0,1.4,0.8,3.0,1.8,10,0.007,2.5,2.592987675025026,1690.1592857143187,16,75.0,COMPLETE
61,0.2568374873262972,2025-03-30 01:13:14.968804,2025-03-30 01:13:33.673025,0 days 00:00:18.704221,30,150,7,35.0,45.0,67.5,1.5,0.9,2.9000000000000004,1.7000000000000002,8,0.006,2.2,2.8868700519660484,1809.7178571428449,14,85.71428571428571,COMPLETE
62,0.23610802972823308,2025-03-30 01:13:33.673536,2025-03-30 01:13:53.580125,0 days 00:00:19.906589,20,175,5,37.5,45.0,65.0,1.3,0.9,3.0,1.6,8,0.007,2.3,1.277909650776623,1360.5549999999857,11,90.9090909090909,COMPLETE
63,0.14013727153100694,2025-03-30 01:13:53.580435,2025-03-30 01:14:09.052915,0 days 00:00:15.472480,35,200,7,35.0,47.5,67.5,1.2,0.9,2.8,1.5,6,0.008,2.2,2.8685105677356013,913.6632142857634,17,64.70588235294117,COMPLETE
64,0.1053135655296308,2025-03-30 01:14:09.053309,2025-03-30 01:14:19.202527,0 days 00:00:10.149218,30,150,13,37.5,45.0,80.0,1.4,0.8,2.2,1.8,8,0.013000000000000001,2.1,5.369786832625211,1769.6428571428405,10,70.0,COMPLETE
65,0.25170081275875095,2025-03-30 01:14:19.202794,2025-03-30 01:14:28.248698,0 days 00:00:09.045904,25,300,9,45.0,45.0,75.0,1.5,0.7,2.6,1.7000000000000002,10,0.007,2.4000000000000004,1.2947748066698022,1446.0239285714342,13,69.23076923076923,COMPLETE
66,0.18909691937524542,2025-03-30 01:14:28.249036,2025-03-30 01:14:47.842284,0 days 00:00:19.593248,20,175,5,45.0,47.5,77.5,2.0,0.9,1.6,1.6,8,0.009000000000000001,2.0,1.6509392950201638,1684.577142857146,9,88.88888888888889,COMPLETE
67,0.1664339343938128,2025-03-30 01:14:47.842612,2025-03-30 01:15:05.432158,0 days 00:00:17.589546,20,250,7,40.0,45.0,65.0,1.9,0.6,2.9000000000000004,1.7000000000000002,6,0.006,2.2,1.1325075252850376,871.9000000000015,9,88.88888888888889,COMPLETE
68,0.42335434552744083,2025-03-30 01:15:05.432596,2025-03-30 01:15:24.098922,0 days 00:00:18.666326,25,225,5,35.0,45.0,75.0,1.9,0.8,3.0,0.9,10,0.008,1.5,3.7126380573814934,3405.870357142885,19,84.21052631578947,COMPLETE
69,0.24421556612099612,2025-03-30 01:15:24.099211,2025-03-30 01:15:40.779874,0 days 00:00:16.680663,30,200,7,47.5,50.0,80.0,1.6,0.5,1.5,1.9000000000000001,12,0.014,1.9,9.093147090308912,3199.198928571357,20,70.0,COMPLETE
70,0.06197654128054734,2025-03-30 01:15:40.780287,2025-03-30 01:15:46.542238,0 days 00:00:05.761951,40,150,15,40.0,47.5,72.5,1.8,0.7,2.8,1.3,16,0.009000000000000001,2.4000000000000004,4.8883284180239714,487.93964285716356,17,70.58823529411765,COMPLETE
71,0.40652357483366486,2025-03-30 01:15:46.542496,2025-03-30 01:16:04.363206,0 days 00:00:17.820710,25,225,5,35.0,45.0,75.0,2.0,0.8,3.0,0.9,10,0.008,1.3,1.509269547980032,3928.7921428571353,13,92.3076923076923,COMPLETE
72,0.49560985449754574,2025-03-30 01:16:04.363673,2025-03-30 01:16:21.620763,0 days 00:00:17.257090,25,250,5,35.0,45.0,75.0,1.9,0.9,2.9000000000000004,0.8,10,0.008,1.5,3.718777155837198,3918.1700000000637,23,86.95652173913044,COMPLETE
73,0.3613546646582512,2025-03-30 01:16:21.622161,2025-03-30 01:16:38.601729,0 days 00:00:16.979568,25,250,5,37.5,45.0,75.0,1.9,0.9,2.9000000000000004,0.8,8,0.008,1.0,4.058055702227761,2826.495714285782,20,75.0,COMPLETE
74,0.019522466599283094,2025-03-30 01:16:38.790416,2025-03-30 01:16:55.295221,0 days 00:00:16.504805,20,275,5,35.0,47.5,75.0,2.0,0.9,2.7,1.1,12,0.007,1.6,4.008967315170121,188.60285714284691,9,77.77777777777779,COMPLETE
