date,adx,ma_slope,volatility_regime,atr_ratio,adx_score,slope_score,regime_score,favorable_regime,position_size_adj,in_season,season,hmm_confidence
2020-09-30 09:30:00,24.29874494412144,0.029295334530177186,1,1.407220050586342,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 09:35:00,25.615522815180494,0.03800721986950695,1,1.4304872597228433,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 09:40:00,26.93230068623944,0.04701994216396166,1,1.41773249512248,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 09:45:00,27.871076196443603,0.059037464002931195,1,1.44745122718691,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 09:50:00,26.899351628759984,0.0743607231167287,1,1.3838013838013836,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 09:55:00,29.355541477967613,0.09464191555237367,1,1.3431061806656102,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:00:00,33.26581394463269,0.11807812084529967,1,1.3887286016541642,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:05:00,37.22061620451234,0.13474700011417706,1,1.3834139085161772,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:10:00,40.923347296943064,0.15126684101660626,1,1.30881557598702,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:15:00,43.11849032693276,0.16703041846226618,1,1.3189113747383112,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:20:00,47.44592820308206,0.17707222564318226,1,1.2802709568162574,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:25:00,51.53923806222893,0.18455781209643085,1,1.2500000000000002,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:30:00,56.02428789610563,0.1939974894442642,1,1.184041184041184,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:35:00,61.03356433394366,0.20373172870200573,1,1.1174063581995592,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:40:00,66.61392147678323,0.2140597956374446,1,1.0334158415841586,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:45:00,71.76614630112371,0.2209225015270766,1,0.989345509893455,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:50:00,76.91837112546453,0.2222232225518317,1,0.9636745722005402,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 10:55:00,80.81292894857906,0.22262593592152768,1,0.9260908281389136,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:00:00,84.07056788200403,0.22228288421790587,1,0.9151096071796382,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:05:00,85.45837038975631,0.22178601473474835,1,0.8835576360444705,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:10:00,85.55106597743496,0.22203598452195106,1,0.8195035981788809,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:15:00,85.78837820563074,0.2254382480570083,1,0.7875647668393783,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:20:00,84.914384241843,0.22853974343604033,1,0.7832585949177877,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:25:00,84.0998479009868,0.22684060776503312,1,0.7756400545371913,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:30:00,81.34246648388317,0.22094233779461625,1,0.8121360711002145,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:35:00,78.52892827790785,0.2153439288137049,1,0.8035991312441824,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:40:00,73.92575367474397,0.21199889808483086,1,0.825586891444777,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:45:00,69.65476692953983,0.21344972779921978,1,0.8370750481077613,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:50:00,64.72279414043919,0.2152050284345952,1,0.7820680628272252,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 11:55:00,59.7908213513383,0.21665684129885676,1,0.7616171783257843,0,0,50.0,False,0.8,0,Out-of-Season,
2020-09-30 12:00:00,55.23823108447642,0.21451330610779973,1,0.7714826933011882,0,0,50.0,False,0.8,0,Out-of-Season,
