date,adx,ma_slope,volatility_regime,atr_ratio,adx_score,slope_score,regime_score,favorable_regime,position_size_adj,in_season,season,hmm_confidence
2020-04-01 09:30:00,45.76312444984486,-0.4660834372066658,2,1.9089253187613848,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 09:35:00,50.095186301279746,-0.5211400419529277,2,1.8686608217294138,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 09:40:00,52.395606469345196,-0.583541099121121,2,1.8007320048800322,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 09:45:00,53.299025679057834,-0.6534386898101596,1,1.679895199198582,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 09:50:00,53.9041176610865,-0.711861010823367,1,1.5812247891455813,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 09:55:00,53.88359757005248,-0.768405005521644,1,1.4837669167660053,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:00:00,54.26052418348508,-0.8190747232152296,1,1.4356701584743485,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:05:00,55.79011239672088,-0.8602897208880744,1,1.4013395157135498,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:10:00,57.605905921478275,-0.8920766688085724,1,1.3311889150068044,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:15:00,59.41015035203461,-0.9275846891577788,1,1.275223880597015,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:20:00,59.750531992055734,-0.9015520610079153,1,1.198519204072189,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:25:00,60.697041928112874,-0.8867875617598053,1,1.0883663226752383,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:30:00,61.555123605473405,-0.856726776972172,1,1.0559348161197972,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:35:00,61.79931557843223,-0.8302640251230953,1,1.0208041392691605,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:40:00,58.84766873522816,-0.8114605708165246,1,0.6530392684238838,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:45:00,56.06383986661961,-0.7867852703542622,1,0.6023382360864178,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:50:00,53.29727869669883,-0.760323959050202,0,0.5750175970545238,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 10:55:00,50.16242896173693,-0.7445959880926778,0,0.5597769638659597,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:00:00,47.89008531245934,-0.735583307048604,0,0.5699453250124261,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:05:00,46.409376639738134,-0.7199823852753306,0,0.5651421231920479,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:10:00,46.18829418214752,-0.7024509727444395,0,0.5536651479324067,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:15:00,44.87176757150393,-0.6831427690313863,0,0.5225311601150527,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:20:00,42.43198865713686,-0.6850144542542513,0,0.560199625701809,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:25:00,38.044407357535235,-0.6874820408267035,0,0.5936221341819836,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:30:00,33.87088454527708,-0.6928998307853318,1,0.6093845216331505,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
2020-04-01 11:35:00,29.691713462560276,-0.7076732135411157,1,0.6669486745628878,0,0,50.0,True,1.2000000000000002,0,Out-of-Season,
