year_quarter,total_trades,win_rate,total_profit,quarter_return,avg_profit,profit_factor,max_drawdown,start_value,end_value
2020-Q1,22,77.27272727272727,1773.2478571429285,4.205569642857317,80.60217532467857,1.591768506926629,2.6352895836711387,40000.0,41682.22785714293
2020-Q2,40,67.5,2647.2017857143287,5.986968341200863,66.18004464285822,1.3922001424948087,5.822610866409155,41682.22785714293,44177.72964285728
2020-Q3,26,61.53846153846154,1092.8549999999473,2.225861328659228,42.032884615382585,1.2217491403580505,4.903280006439707,44177.72964285728,45161.064642857265
2020-Q4,21,90.47619047619048,7535.456428571482,16.41782913491203,358.83125850340394,6.531016168945598,2.010598237702918,45161.064642857265,52575.53107142874
