number,value,datetime_start,datetime_complete,duration,params_hmm_detector.lookback_days,params_hmm_detector.min_samples,params_hmm_detector.retrain_frequency,params_market_type.mean_reverting.min_regime_score,params_market_type.neutral.min_regime_score,params_market_type.trend_following.min_regime_score,params_position_sizing.max_size_adjustment,params_position_sizing.min_size_adjustment,params_risk.atr_stop_multiplier,params_risk.dynamic_target_atr_multiplier,params_risk.max_bars_held,params_risk.risk_per_trade,params_risk.trailing_stop_atr_multiplier,user_attrs_max_drawdown,user_attrs_profit_loss,user_attrs_trade_count,user_attrs_win_rate,state
16,0.3118875844566892,2025-03-30 00:44:50.087175,2025-03-30 00:44:53.711465,0 days 00:00:03.624290,35,275,13,37.5,47.5,67.5,1.6,0.6,2.5,1.4000000000000001,16,0.012,1.5,4.464719381038242,2637.908214285737,19,73.68421052631578,COMPLETE
17,0.0476182214311759,2025-03-30 00:44:53.711713,2025-03-30 00:44:57.244114,0 days 00:00:03.532401,35,275,13,37.5,52.5,75.0,1.8,0.7,1.9,1.0,18,0.01,1.4,5.770127445993215,288.75142857148603,20,65.0,COMPLETE
18,0.19713848798919392,2025-03-30 00:44:57.244364,2025-03-30 00:45:00.837625,0 days 00:00:03.593261,40,225,11,35.0,45.0,77.5,1.6,0.7,2.4,1.4000000000000001,12,0.014,2.5,4.403740731137818,1977.302857142895,19,73.68421052631578,COMPLETE
19,0.2605361629063056,2025-03-30 00:45:00.837895,2025-03-30 00:45:04.415850,0 days 00:00:03.577955,35,225,13,42.5,47.5,75.0,1.3,0.6,2.7,1.0,18,0.006,1.2,1.4674473825606917,1001.6889285714642,15,80.0,COMPLETE
20,0.28030729261082676,2025-03-30 00:45:04.416115,2025-03-30 00:45:07.924070,0 days 00:00:03.507955,30,300,11,50.0,52.5,67.5,1.6,0.7,2.0,1.2000000000000002,16,0.012,1.0,3.284169112040715,2884.3000000000393,15,80.0,COMPLETE
21,0.25480051200951315,2025-03-30 00:45:07.999291,2025-03-30 00:45:10.857357,0 days 00:00:02.858066,40,250,15,40.0,45.0,72.5,1.8,0.8,2.2,1.2000000000000002,18,0.011,1.3,3.922694736102233,2655.6371428571365,15,80.0,COMPLETE
22,0.2911212708136311,2025-03-30 00:45:10.857636,2025-03-30 00:45:13.855895,0 days 00:00:02.998259,40,275,15,37.5,45.0,72.5,1.7000000000000002,0.8,2.0,1.3,20,0.011,1.5,3.286014713213393,2865.9142857143524,15,80.0,COMPLETE
23,0.28693051479688925,2025-03-30 00:45:13.856146,2025-03-30 00:45:16.696921,0 days 00:00:02.840775,40,250,15,42.5,47.5,72.5,1.9,0.9,2.6,1.1,18,0.01,1.3,4.056337232425603,2318.37785714287,18,77.77777777777779,COMPLETE
24,0.30322036211114195,2025-03-30 00:45:16.697218,2025-03-30 00:45:20.540605,0 days 00:00:03.843387,35,225,13,37.5,45.0,70.0,1.4,0.8,2.3,0.9,14,0.012,1.2,3.8066874389438716,2340.094642857199,22,77.27272727272727,COMPLETE
25,0.37571668533133123,2025-03-30 00:45:20.540871,2025-03-30 00:45:23.482762,0 days 00:00:02.941891,40,275,15,42.5,50.0,75.0,1.6,0.7,2.4,1.3,16,0.009000000000000001,1.6,3.1008931063839515,2500.774285714324,22,77.27272727272727,COMPLETE
26,0.3143578496717407,2025-03-30 00:45:23.483024,2025-03-30 00:45:27.249862,0 days 00:00:03.766838,35,275,13,42.5,50.0,77.5,1.6,0.7,2.4,1.5,16,0.009000000000000001,1.6,2.7221096348802902,2384.4971428571735,15,80.0,COMPLETE
27,0.29831230386286023,2025-03-30 00:45:27.250126,2025-03-30 00:45:30.150850,0 days 00:00:02.900724,40,300,15,35.0,47.5,75.0,1.4,0.6,2.6,1.1,14,0.008,1.6,2.219598217670117,1404.8896428571534,18,77.77777777777779,COMPLETE
28,0.367505789691142,2025-03-30 00:45:30.151101,2025-03-30 00:45:33.676492,0 days 00:00:03.525391,35,275,11,42.5,50.0,75.0,1.5,0.7,2.4,1.3,16,0.014,1.4,4.602288606415594,3659.6621428571743,22,77.27272727272727,COMPLETE
29,0.0038098174664263915,2025-03-30 00:45:33.676778,2025-03-30 00:45:37.410357,0 days 00:00:03.733579,30,300,9,45.0,52.5,75.0,1.2,0.7,2.4,1.5,12,0.014,2.0,7.650729645003721,-45.06607142856228,27,66.66666666666666,COMPLETE
30,0.14068679533339035,2025-03-30 00:45:37.410610,2025-03-30 00:45:41.248101,0 days 00:00:03.837491,40,225,11,42.5,55.0,77.5,1.5,0.9,2.1,1.3,16,0.008,1.7000000000000002,2.696129446088812,678.5100000000166,17,70.58823529411765,COMPLETE
31,0.26839251559475674,2025-03-30 00:45:41.248394,2025-03-30 00:45:45.055053,0 days 00:00:03.806659,35,275,13,42.5,50.0,75.0,1.5,0.7,2.6,1.3,18,0.014,1.4,4.297606639016228,3022.688571428611,15,80.0,COMPLETE
32,0.315899961176189,2025-03-30 00:45:45.055376,2025-03-30 00:45:48.974292,0 days 00:00:03.918916,30,275,11,40.0,50.0,75.0,1.6,0.7,2.3,1.4000000000000001,16,0.009000000000000001,1.5,3.0919029641545825,1961.1707142857776,21,76.19047619047619,COMPLETE
33,0.29723778608480306,2025-03-30 00:45:48.974578,2025-03-30 00:45:52.675729,0 days 00:00:03.701151,35,300,13,45.0,50.0,77.5,1.5,0.7,2.5,1.1,14,0.01,1.1,3.0973604689978025,2282.4778571428906,16,81.25,COMPLETE
34,0.10010152422382546,2025-03-30 00:45:52.675997,2025-03-30 00:45:56.355415,0 days 00:00:03.679418,40,250,9,40.0,47.5,80.0,1.7000000000000002,0.6,2.8,1.6,20,0.013000000000000001,1.4,6.078140037396113,1051.9157142857584,15,73.33333333333333,COMPLETE
35,0.2948747732105855,2025-03-30 00:45:56.355777,2025-03-30 00:45:59.266091,0 days 00:00:02.910314,30,275,15,42.5,52.5,75.0,1.4,0.8,2.4,1.1,14,0.015,1.6,4.702621353241919,2707.024285714295,19,78.94736842105263,COMPLETE
36,0.2389714760821844,2025-03-30 00:45:59.266341,2025-03-30 00:46:02.927868,0 days 00:00:03.661527,25,300,11,45.0,45.0,72.5,1.9,0.7,2.2,0.9,18,0.011,1.3,3.9875225692581,2476.9392857143393,15,80.0,COMPLETE
37,0.32278685316622385,2025-03-30 00:46:02.928114,2025-03-30 00:46:06.578636,0 days 00:00:03.650522,35,275,13,40.0,47.5,75.0,1.5,0.8,2.3,1.3,20,0.014,1.1,3.966348913444434,3513.6460714286295,16,81.25,COMPLETE
38,0.32975245878926124,2025-03-30 00:46:06.578938,2025-03-30 00:46:09.648121,0 days 00:00:03.069183,40,250,15,37.5,52.5,77.5,1.8,0.6,3.0,2.0,16,0.009000000000000001,1.9,3.7834643094080382,2605.1721428571836,21,76.19047619047619,COMPLETE
39,0.30494335371824544,2025-03-30 00:46:09.648392,2025-03-30 00:46:12.837754,0 days 00:00:03.189362,40,250,15,37.5,52.5,80.0,2.0,0.5,3.0,2.0,12,0.008,2.0,3.8048219442480766,2361.26857142862,21,76.19047619047619,COMPLETE
40,0.37427232626864226,2025-03-30 00:46:12.838015,2025-03-30 00:46:15.831769,0 days 00:00:02.993754,40,250,15,42.5,55.0,77.5,1.8,0.6,1.5,1.6,14,0.007,1.9,2.894918012634247,1889.7692857142756,19,78.94736842105263,COMPLETE
41,0.36990912625886047,2025-03-30 00:46:15.832023,2025-03-30 00:46:18.695605,0 days 00:00:02.863582,40,250,15,42.5,55.0,77.5,1.8,0.6,1.6,2.0,14,0.007,1.9,2.8895268213998118,1799.7235714285925,19,78.94736842105263,COMPLETE
42,0.3940692306245209,2025-03-30 00:46:18.695906,2025-03-30 00:46:21.787680,0 days 00:00:03.091774,40,250,15,42.5,57.5,77.5,1.8,0.5,1.6,1.9000000000000001,14,0.006,2.1,2.1997268645987353,1782.4975000000268,18,77.77777777777779,COMPLETE
43,0.2590635253636477,2025-03-30 00:46:21.787972,2025-03-30 00:46:24.819563,0 days 00:00:03.031591,40,200,15,42.5,57.5,77.5,1.9,0.5,1.5,1.9000000000000001,10,0.006,2.1,0.995040344270572,1483.4539285714345,11,81.81818181818183,COMPLETE
44,0.4503765550675083,2025-03-30 00:46:24.819811,2025-03-30 00:46:27.903155,0 days 00:00:03.083344,40,225,15,45.0,55.0,80.0,1.8,0.5,1.5,1.9000000000000001,14,0.007,2.3,2.839275131808271,2724.4417857142907,22,77.27272727272727,COMPLETE
45,0.4181252724018995,2025-03-30 00:46:27.903418,2025-03-30 00:46:31.086117,0 days 00:00:03.182699,40,200,15,45.0,55.0,80.0,1.8,0.5,1.5,1.9000000000000001,10,0.007,2.3,2.8561574236983556,2467.7617857142977,21,76.19047619047619,COMPLETE
46,0.4008165132723652,2025-03-30 00:46:31.086393,2025-03-30 00:46:34.224189,0 days 00:00:03.137796,40,200,15,45.0,57.5,80.0,2.0,0.5,1.5,1.8,10,0.007,2.3,1.779077538516326,1942.3135714286036,18,77.77777777777779,COMPLETE
47,0.30388358965657175,2025-03-30 00:46:34.224455,2025-03-30 00:46:37.332870,0 days 00:00:03.108415,40,200,15,47.5,57.5,80.0,2.0,0.5,1.7,1.8,10,0.006,2.3,2.675145371013955,1538.5485714286042,17,76.47058823529412,COMPLETE
48,0.3539552587193787,2025-03-30 00:46:37.333144,2025-03-30 00:46:40.483208,0 days 00:00:03.150064,40,175,15,45.0,57.5,80.0,2.0,0.5,1.7,1.9000000000000001,8,0.007,2.5,3.129246907833707,2109.5750000000335,18,77.77777777777779,COMPLETE
49,0.3066485567811525,2025-03-30 00:46:40.483469,2025-03-30 00:46:43.529505,0 days 00:00:03.046036,40,200,15,45.0,57.5,80.0,1.9,0.5,1.6,1.7000000000000002,6,0.006,2.3,2.195477638255699,1332.0196428571653,17,76.47058823529412,COMPLETE
50,0.0926696863374446,2025-03-30 00:46:43.529752,2025-03-30 00:46:47.387154,0 days 00:00:03.857402,25,175,13,47.5,60.0,80.0,1.9,0.5,1.8,1.8,10,0.008,2.4000000000000004,5.783029709360108,745.7985714286624,30,66.66666666666666,COMPLETE
51,0.3705234568753545,2025-03-30 00:46:47.387413,2025-03-30 00:46:50.407101,0 days 00:00:03.019688,40,225,15,45.0,55.0,80.0,1.8,0.5,1.5,1.7000000000000002,10,0.007,2.2,2.8927203903045764,1922.1257142856994,18,77.77777777777779,COMPLETE
52,0.4181252724018995,2025-03-30 00:46:50.407376,2025-03-30 00:46:53.587583,0 days 00:00:03.180207,40,200,15,45.0,55.0,80.0,1.8,0.5,1.5,1.9000000000000001,12,0.007,2.2,2.8561574236983556,2467.7617857142977,21,76.19047619047619,COMPLETE
53,0.3704711201431562,2025-03-30 00:46:53.587843,2025-03-30 00:46:56.636454,0 days 00:00:03.048611,40,200,15,47.5,55.0,80.0,2.0,0.5,1.6,1.9000000000000001,12,0.006,2.2,2.659689933416738,1783.3864285714662,18,77.77777777777779,COMPLETE
54,-0.12729322348292985,2025-03-30 00:46:56.636781,2025-03-30 00:47:04.563208,0 days 00:00:07.926427,40,200,5,50.0,57.5,80.0,1.7000000000000002,0.5,1.5,1.9000000000000001,8,0.008,2.4000000000000004,4.583742410714258,-1009.4083928571417,23,52.17391304347826,COMPLETE
55,0.355338345379961,2025-03-30 00:47:04.563497,2025-03-30 00:47:07.547027,0 days 00:00:02.983530,40,225,15,45.0,60.0,80.0,1.8,0.5,1.8,1.8,12,0.007,2.1,2.896476158638966,1866.8578571428807,18,77.77777777777779,COMPLETE
56,0.3347242678910748,2025-03-30 00:47:07.547301,2025-03-30 00:47:11.536532,0 days 00:00:03.989231,40,175,13,45.0,55.0,80.0,1.9,0.5,1.6,2.0,10,0.007,2.4000000000000004,2.90101259961014,1933.3207142857427,18,72.22222222222221,COMPLETE
57,0.23630373726002507,2025-03-30 00:47:11.536813,2025-03-30 00:47:14.686066,0 days 00:00:03.149253,40,225,15,45.0,57.5,77.5,1.7000000000000002,0.5,1.7,1.9000000000000001,8,0.006,2.2,1.0178475645900218,1155.4521428571534,11,81.81818181818183,COMPLETE
58,0.21385232014426006,2025-03-30 00:47:14.686322,2025-03-30 00:47:22.235996,0 days 00:00:07.549674,35,175,7,47.5,55.0,80.0,1.8,0.5,1.5,1.7000000000000002,12,0.007,2.3,1.4463819151869723,1434.3664285714258,13,76.92307692307693,COMPLETE
59,0.04498656263328999,2025-03-30 00:47:22.236257,2025-03-30 00:47:27.221753,0 days 00:00:04.985496,40,150,13,47.5,57.5,77.5,1.9,0.5,1.6,1.8,10,0.006,2.4000000000000004,4.266194642857117,215.29571428578492,20,65.0,COMPLETE
60,0.35425104300052335,2025-03-30 00:47:27.222007,2025-03-30 00:47:30.268960,0 days 00:00:03.046953,35,200,15,45.0,60.0,80.0,1.0,0.6,1.7,1.9000000000000001,14,0.008,2.1,1.7248313951742595,1202.7303571428565,18,77.77777777777779,COMPLETE
61,0.26064581463148645,2025-03-30 00:47:30.269215,2025-03-30 00:47:33.137057,0 days 00:00:02.867842,40,225,15,42.5,55.0,77.5,1.8,0.6,1.5,1.6,14,0.007,2.0,1.082797861681153,1599.852857142847,11,81.81818181818183,COMPLETE
62,0.41099754418040874,2025-03-30 00:47:33.137309,2025-03-30 00:47:36.574204,0 days 00:00:03.436895,40,200,15,42.5,55.0,77.5,1.8,0.5,1.5,1.8,12,0.007,1.8,2.859991145396681,2409.8957142857325,21,76.19047619047619,COMPLETE
63,0.2529262245492236,2025-03-30 00:47:36.574479,2025-03-30 00:47:39.742681,0 days 00:00:03.168202,40,200,15,45.0,55.0,80.0,1.7000000000000002,0.5,1.6,1.8,12,0.007,1.7000000000000002,1.0552294849249457,1497.3642857142913,11,81.81818181818183,COMPLETE
64,0.3992642163875622,2025-03-30 00:47:39.742939,2025-03-30 00:47:42.730448,0 days 00:00:02.987509,40,175,15,42.5,57.5,77.5,1.6,0.5,1.5,2.0,12,0.006,2.2,1.95996740274208,1515.3417857143068,18,77.77777777777779,COMPLETE
65,0.27511234208871754,2025-03-30 00:47:42.730749,2025-03-30 00:47:46.231045,0 days 00:00:03.500296,40,175,15,45.0,57.5,77.5,1.7000000000000002,0.5,1.5,2.0,12,0.006,2.2,2.2084284315827216,1084.1971428571778,18,77.77777777777779,COMPLETE
66,0.08543227531980961,2025-03-30 00:47:46.231302,2025-03-30 00:47:50.378553,0 days 00:00:04.147251,40,200,13,42.5,57.5,65.0,1.9,0.5,1.5,1.9000000000000001,10,0.006,2.3,1.2479976094165826,420.6303571428434,8,62.5,COMPLETE
67,0.4294608754572909,2025-03-30 00:47:50.378815,2025-03-30 00:47:53.476445,0 days 00:00:03.097630,20,175,15,45.0,55.0,80.0,2.0,0.5,1.7,2.0,12,0.008,2.1,1.7655405719390074,2397.5592857143274,18,77.77777777777779,COMPLETE
68,0.4217669622152577,2025-03-30 00:47:53.476691,2025-03-30 00:47:57.566018,0 days 00:00:04.089327,25,175,13,47.5,55.0,80.0,2.0,0.5,1.8,2.0,12,0.008,1.8,2.4808964831317804,2888.772857142918,21,76.19047619047619,COMPLETE
69,0.017450836720189173,2025-03-30 00:47:57.566373,2025-03-30 00:48:02.878632,0 days 00:00:05.312259,20,150,13,50.0,55.0,80.0,2.0,0.5,1.9,2.0,10,0.008,1.8,4.727171428571401,109.40178571434808,15,60.0,COMPLETE
70,0.1103972630014997,2025-03-30 00:48:02.878896,2025-03-30 00:48:07.239796,0 days 00:00:04.360900,20,175,13,47.5,52.5,80.0,2.0,0.5,1.7,1.8,12,0.008,1.8,3.694423834285413,760.6307142857331,15,66.66666666666666,COMPLETE
71,0.2565205182516795,2025-03-30 00:48:07.240054,2025-03-30 00:48:10.595843,0 days 00:00:03.355789,20,175,15,45.0,55.0,80.0,2.0,0.5,1.8,2.0,12,0.007,2.3,3.12923515292859,1444.5964285714726,17,76.47058823529412,COMPLETE
72,0.3898841332108387,2025-03-30 00:48:10.596100,2025-03-30 00:48:13.758210,0 days 00:00:03.162110,25,175,15,47.5,55.0,80.0,2.0,0.5,1.5,2.0,12,0.007,2.2,3.1143369463636343,2314.400714285737,18,77.77777777777779,COMPLETE
73,0.1875814909059084,2025-03-30 00:48:13.758464,2025-03-30 00:48:16.842902,0 days 00:00:03.084438,25,150,15,45.0,55.0,80.0,1.9,0.5,1.7,1.9000000000000001,10,0.008,2.5,1.509856799032183,1646.681785714296,9,77.77777777777779,COMPLETE
74,0.39837521337555437,2025-03-30 00:48:16.843161,2025-03-30 00:48:19.939187,0 days 00:00:03.096026,25,200,15,45.0,52.5,80.0,1.9,0.5,1.6,2.0,12,0.007,2.0,2.880061322992311,2242.499285714315,18,77.77777777777779,COMPLETE
