entry_time,exit_time,entry_price,exit_price,profit,type,num_contracts,stop_loss,profit_target,bars_held,atr,rsi,volume,avg_volume,entry_account_value,exit_reason,fees,exit_account_value,adx,ma_slope,volatility_regime,regime_score,favorable_regime,position_size_adj,market_type,in_season,season,used_trailing_stop,used_dynamic_target,highest_price_reached,lowest_price_reached
2020-07-20 09:45:00,2020-07-20 10:05:00,3209.75,3214.8035714285716,224.08071428572012,long,9,3198.6321428571428,3214.8035714285716,4,5.053571428571429,33.33333333169591,17456,9369.0,39996.67,profit_target,3.33,40220.75071428572,21.90391924600849,0.0325047474039053,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3217.75,
2020-07-20 15:55:00,2020-07-20 16:00:00,3247.25,3242.910714285714,341.2228571428623,short,16,3251.8785714285714,3242.910714285714,1,2.892857142857143,76.24999999466249,10400,5092.2,40214.83071428572,profit_target,5.92,40556.05357142859,45.06760171737541,0.11450588390031768,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,,3242.0
2020-07-21 09:40:00,2020-07-21 10:20:00,3261.25,3263.5,-116.2,short,10,3269.0785714285716,3253.910714285714,8,4.892857142857143,76.43678160673537,16832,7164.2,40552.35357142859,time_exit,3.7,40436.15357142859,55.49373706231483,0.1463198093202278,2,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,,3260.75
2020-07-21 15:15:00,2020-07-21 15:25:00,3255.0,3248.557142857143,-521.3485714285652,long,16,3248.557142857143,3257.9285714285716,2,2.9285714285714284,26.086956520151233,18335,4892.05,40430.233571428595,stop_loss,5.92,39908.88500000003,27.574351744191063,0.0026059710461323604,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3255.0,
2020-07-21 15:30:00,2020-07-21 15:50:00,3250.0,3242.1428571428573,-515.524285714273,long,13,3242.1428571428573,3253.5714285714284,4,3.5714285714285716,18.604651161579227,12582,6516.9,39904.07500000003,stop_loss,4.81,39388.55071428576,42.33342814466658,-0.030196661506143307,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3253.5,
2020-07-21 15:55:00,2020-07-21 16:00:00,3244.75,3249.8214285714284,224.88428571427986,long,9,3233.592857142857,3249.8214285714284,1,5.071428571428571,22.137404579206333,24751,9535.45,39385.22071428576,profit_target,3.33,39610.10500000004,62.066705711740134,-0.0821530222656075,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3253.25,
2020-07-22 15:55:00,2020-07-23 09:30:00,3267.75,3262.4464285714284,339.9221428571513,short,13,3273.407142857143,3262.4464285714284,2,3.5357142857142856,69.90291261755868,10440,5971.6,39605.29500000004,profit_target,4.81,39945.2171428572,54.970501797640374,0.07064999531558591,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,,3260.75
2020-07-24 09:35:00,2020-07-24 10:15:00,3207.75,3211.25,85.65,long,5,3189.9928571428572,3215.8214285714284,8,8.071428571428571,29.523809523022223,21974,14594.4,39943.3671428572,time_exit,1.85,40029.0171428572,17.38795179675396,-0.279216836836893,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3213.75,
2020-07-27 15:25:00,2020-07-28 09:30:00,3230.0,3225.875,344.335,short,17,3234.4,3225.875,8,2.75,65.27777777270062,10757,5093.95,40022.7271428572,profit_target,6.29,40367.0621428572,13.419052930176722,0.011324167479775937,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,,3223.0
2020-07-28 15:20:00,2020-07-28 15:30:00,3224.75,3217.717857142857,-532.9607142857133,long,15,3217.717857142857,3227.9464285714284,2,3.1964285714285716,27.160493825282728,10860,4834.15,40361.512142857195,stop_loss,5.55,39828.55142857148,36.41517378239542,0.016257141530040542,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3224.75,
2020-07-28 15:55:00,2020-07-29 09:30:00,3211.0,3215.3035714285716,232.62642857143572,long,11,3201.532142857143,3215.3035714285716,2,4.303571428571429,8.080808080350977,15156,6887.2,39824.48142857148,profit_target,4.07,40057.10785714292,49.58743847016661,-0.07027896414379953,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3227.5,
2020-07-30 09:35:00,2020-07-30 09:50:00,3222.0,3205.1857142857143,-506.6485714285707,long,6,3205.1857142857143,3229.6428571428573,3,7.642857142857143,32.55813953417703,20696,11599.0,40054.887857142916,stop_loss,2.2199999999999998,39548.23928571434,22.576790802734273,0.05554569790855446,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3222.0,
2020-07-30 10:05:00,2020-07-30 10:35:00,3204.25,3212.910714285714,214.66785714285552,long,5,3185.1964285714284,3212.910714285714,6,8.660714285714286,19.078947368069592,23627,14207.15,39546.389285714344,profit_target,1.85,39761.0571428572,48.809809832842745,-0.10501253673895761,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,3215.75,
2020-07-31 09:35:00,2020-07-31 09:40:00,3251.0,3242.5625,334.54,short,8,3260.0,3242.5625,1,5.625,66.89189188936085,21566,8810.8,39758.0971428572,profit_target,2.96,40092.6371428572,21.57483803860773,0.09540833841044094,1,99.99993363651284,True,1.8,mean_reverting,1,Q3,False,True,,3242.5
2020-08-06 15:35:00,2020-08-07 09:30:00,3340.0,3332.901785714286,-609.6382142857087,long,17,3332.901785714286,3346.2464285714286,6,2.8392857142857144,67.12328766608368,7762,5278.7,40086.3471428572,stop_loss,6.29,39476.70892857149,84.01114282653397,0.14520492703642418,1,100.0,True,1.8,trend_following,1,Q3,False,True,3344.75,
