date,adx,ma_slope,volatility_regime,atr_ratio,adx_score,slope_score,regime_score,favorable_regime,position_size_adj,in_season,season,hmm_confidence
2020-07-01 09:30:00,46.112713038798695,0.11935859430798335,2,1.9307988039299444,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 09:35:00,51.56170019761057,0.13484120695108626,2,1.8770226537216832,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 09:40:00,57.40236668649068,0.1550531680737155,2,1.8376722817764166,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 09:45:00,61.81563199260352,0.16808284478990743,1,1.7766497461928934,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 09:50:00,64.4643818029203,0.17361082809921324,1,1.7873651771956856,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 09:55:00,65.3569031950368,0.1784806165160635,1,1.6920583468395463,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:00:00,66.3105959669091,0.1849763360669776,1,1.6860465116279069,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:05:00,66.72102100648817,0.1875426696234639,1,1.585135723617361,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:10:00,67.61017892954264,0.20022808732487185,1,1.5120939875604698,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:15:00,68.51031957651686,0.21715049033981249,1,1.4590466157492756,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:20:00,68.28069983162321,0.21921467077083978,1,1.3920704845814977,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:25:00,65.97894529477078,0.2268208766390778,1,1.2296871210283775,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:30:00,64.91183880271048,0.23262666269459054,1,1.0773935544577746,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:35:00,63.705142345584626,0.24055245687391036,1,1.0281657888710785,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:40:00,58.95164965400031,0.25435064913930105,1,0.8368953880764904,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:45:00,53.94835801477426,0.26276954216273296,1,0.7884828349944628,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:50:00,48.90892602052098,0.26987589612947893,1,0.7649437219975959,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 10:55:00,43.401041048363325,0.27355020020232157,1,0.759136753063659,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:00:00,39.27808976384927,0.2746211967240564,1,0.7059079061685491,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:05:00,35.896320704167785,0.27568584167896315,1,0.6896551724137931,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:10:00,33.47101103695235,0.27626284622235264,1,0.6743566992014197,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:15:00,31.421321595962606,0.2734211270214226,1,0.703971119133574,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:20:00,30.04907188546872,0.2666805258251248,1,0.7153536515238643,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:25:00,29.557747042992826,0.25523748289080217,1,0.777790793018625,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:30:00,29.520384995168836,0.24672561028067364,1,0.7816808536146743,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:35:00,30.223848198631543,0.2429319303757227,1,0.7910576096302666,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:40:00,30.153617677273626,0.2389736301603218,1,0.8212255211623501,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:45:00,29.27238068164073,0.23647333592837771,1,0.8248763986468904,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:50:00,30.823902929880806,0.23511556335309436,1,0.8091397849462365,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 11:55:00,30.712585675706617,0.23018727842447628,1,0.805574912891986,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:00:00,30.215370998667083,0.22348052688896392,1,0.7863049470477297,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:05:00,30.434794432375543,0.21920977549223508,1,0.7737468011440614,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:10:00,30.594069119951865,0.21818711934689095,1,0.7530729733934961,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:15:00,29.815034267905425,0.22349300126809357,1,0.7997430544403404,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:20:00,29.439609316210824,0.22749757524824776,1,0.7369633163349235,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:25:00,28.926725729718335,0.22987798659261927,1,0.6720702465383317,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:30:00,28.336343453996655,0.23014959723821615,1,0.6628492104806525,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:35:00,30.56925100550298,0.2333265374147686,1,0.6298085525138666,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:40:00,33.06712515515985,0.2366670549106331,1,0.6221240566905943,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:45:00,32.2494243374629,0.23758347363533883,1,0.7051282051282052,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:50:00,30.745664938971206,0.23866695772392088,1,0.7247494217424827,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 12:55:00,29.967637192441742,0.23683657468032138,1,0.7500986971969996,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:00:00,28.756635550408486,0.23322832940309013,1,0.8111380145278451,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:05:00,28.33455762833182,0.22331780450481897,1,0.8490370677158833,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:10:00,28.087258198790096,0.21518786934930922,1,0.8911521323997454,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:15:00,27.29578776446447,0.20641568371559949,1,0.9128450336883286,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:20:00,27.048960180346686,0.19845595133711758,1,0.9828774738714701,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:25:00,27.644065320904538,0.17434539760434742,1,0.9610567069004782,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:30:00,26.780163141214306,0.16090221438243013,1,0.9988385598141696,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:35:00,25.81053610332359,0.15441012749728422,1,1.0387157695939566,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:40:00,25.226571997421836,0.1322770526737127,1,1.1370123691722172,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:45:00,22.73739450824607,0.11499350843096057,1,1.1103134721225174,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:50:00,19.58076600318895,0.09594452954930777,1,1.1536620392532315,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 13:55:00,17.878659584102117,0.08512957269146693,1,1.046792088760251,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:00:00,17.049380504049406,0.07915192979175423,1,1.048562454699203,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:05:00,17.24779320246048,0.07253186163500569,1,1.0758885686839579,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:10:00,18.698666912721528,0.06333499863016012,1,1.0538865045302812,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:15:00,20.819363676267585,0.06155928707256564,1,1.024793388429752,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:20:00,22.09218505778017,0.047532499339375534,1,1.026598226784881,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:25:00,23.521264152099594,0.03157547101420022,1,1.0275399213145104,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:30:00,24.206631932167404,0.033992180187558674,1,1.0238751147842056,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:35:00,23.736242025159004,0.02883617828814966,1,1.046405823475887,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:40:00,23.098203266291648,0.02625876970414609,1,1.0737649447326867,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:45:00,22.78860574307237,0.021747570313102038,1,1.0531032937485996,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:50:00,22.357750261344915,0.01433594763029511,1,0.9921787709497206,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 14:55:00,21.349441799622817,0.012402012025103382,1,0.9852875613018279,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:00:00,21.35641044073763,0.013367627471594368,1,0.9979950991312095,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:05:00,23.70971751102027,0.01449457419770983,1,0.9908909131304156,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:10:00,23.53992356604572,0.019165017240463378,1,0.9764758100310695,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:15:00,22.668633020844887,0.022546788612576307,1,0.9256786826880284,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:20:00,22.27815854297858,0.028182986494718065,1,0.9449171518137036,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:25:00,21.55879033593007,0.040423431417857536,1,0.9450945094509452,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:30:00,22.009840321141603,0.05395324267041257,1,0.9560489352061621,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:35:00,22.299034743121098,0.07118767454670216,1,0.9573502722323048,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:40:00,22.999921158293173,0.08181592704854523,1,0.9196448895970861,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:45:00,25.900080736445027,0.0897021309490098,1,0.959123087462891,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:50:00,27.27894214015868,0.08872985864416538,1,1.0439936175062687,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 15:55:00,27.198140588769956,0.08631073151565971,1,1.0798548094373865,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-01 16:00:00,26.230878684012257,0.08244208926289076,1,1.1053462666365892,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 09:30:00,27.42029855134126,0.10884423842041357,2,1.8334771354616048,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 09:35:00,28.20724862549201,0.13153721440566368,2,1.8020618556701034,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 09:40:00,28.806649224896056,0.15068144718584087,1,1.7355208539237004,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 09:45:00,32.41792285452448,0.1699817945634674,1,1.6866096866096865,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 09:50:00,36.39222436355846,0.18218805927872062,1,1.6255707762557075,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 09:55:00,39.18367184361676,0.1987402923010917,1,1.5651868748903317,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 10:00:00,41.77808892078989,0.21303264194265648,1,1.552449907391817,0,0,50.0,True,1.0,0,Out-of-Season,
2020-07-02 10:05:00,44.253921359026364,0.23522332540137914,1,1.483881419083104,0,0,50.0,True,1.0,0,Out-of-Season,
