entry_time,exit_time,entry_price,exit_price,profit,type,num_contracts,stop_loss,profit_target,bars_held,atr,rsi,volume,avg_volume,entry_account_value,exit_reason,fees,exit_account_value,adx,ma_slope,volatility_regime,regime_score,favorable_regime,position_size_adj,market_type,in_season,season,used_trailing_stop,used_dynamic_target,highest_price_reached,lowest_price_reached
2020-04-24 15:50:00,2020-04-27 09:30:00,2833.0,2842.214285714286,548.4171428571467,long,12,2821.4821428571427,2842.214285714286,3,4.607142857142857,68.14814814532126,7273,5109.5,42068.5639285715,profit_target,4.4399999999999995,42616.98107142865,56.299873217038396,0.2671830659122909,1,79.86179125554156,True,1.2,mean_reverting,1,Q2,False,True,2852.25,
2020-04-27 09:35:00,2020-04-27 10:55:00,2848.5,2854.75,-316.2,short,10,2862.6785714285716,2841.410714285714,16,7.089285714285714,76.38888888690843,16507,6627.65,42613.28107142865,time_exit,3.7,42297.081071428656,47.947809675468484,0.3018729316444091,1,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,,2843.75
2020-04-28 09:35:00,2020-04-28 09:55:00,2903.75,2896.714285714286,348.08571428571105,short,10,2917.8214285714284,2896.714285714286,4,7.035714285714286,74.42748091443971,17788,5998.9,42293.38107142866,profit_target,3.7,42641.46678571437,49.18159511048224,0.10429019881408319,2,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,,2892.5
2020-04-28 11:00:00,2020-04-28 11:05:00,2856.75,2864.339285714286,338.1878571428601,long,9,2840.0535714285716,2864.339285714286,1,7.589285714285714,15.037593984645824,26032,13325.9,42638.13678571437,profit_target,3.33,42976.32464285723,46.89324082132834,0.07236015877487567,1,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,2867.75,
2020-04-28 15:25:00,2020-04-28 15:45:00,2871.25,2860.9964285714286,-774.5678571428532,long,15,2860.9964285714286,2875.910714285714,4,4.660714285714286,31.395348835164953,16291,6839.95,42970.77464285723,stop_loss,5.55,42196.20678571438,25.26343965166322,0.02386364626063564,1,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,2875.0,
2020-04-28 15:55:00,2020-04-28 16:00:00,2853.5,2859.2678571428573,341.63142857144027,long,12,2840.8107142857143,2859.2678571428573,1,5.767857142857143,26.744186045640888,16970,7809.35,42191.766785714375,profit_target,4.4399999999999995,42533.398214285815,44.24838955465783,-0.010276847829493452,1,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,2861.75,
2020-04-29 09:35:00,2020-04-29 10:55:00,2908.5,2922.25,-483.84,short,7,2927.3928571428573,2899.0535714285716,16,9.446428571428571,70.7520891353866,18001,8944.75,42530.80821428582,time_exit,2.59,42046.96821428582,47.2478222433255,0.028213510091545935,2,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,,2903.75
2020-04-30 09:40:00,2020-04-30 09:55:00,2900.0,2907.375,328.545,long,9,2883.775,2907.375,3,7.375,15.163934425881479,20356,9999.85,42043.63821428582,profit_target,3.33,42372.18321428582,35.990413415025884,0.007326219517400645,1,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,2912.5,
2020-05-01 09:35:00,2020-05-01 10:55:00,2856.5,2847.5,-317.59,long,7,2834.3821428571428,2866.5535714285716,16,10.053571428571429,31.00558659169377,18701,10479.1,42369.59321428582,time_exit,2.59,42052.003214285825,30.558132101372113,-0.08358980204414834,2,91.41449317066166,True,1.5,mean_reverting,1,Q2,False,True,2856.5,
2020-05-06 09:35:00,2020-05-06 09:50:00,2877.75,2869.2678571428573,336.3257142857065,short,8,2894.714285714286,2869.2678571428573,3,8.482142857142858,42.34527687219175,16909,10504.6,42049.043214285826,profit_target,2.96,42385.36892857153,48.39544375803651,-0.12778167884667235,2,93.12079543333485,True,1.5,neutral,1,Q2,False,True,,2861.75
